year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
2005,Alabama,433,3900,8.2,34.4,141.7,248.3,955.8,2656,289
2005,Alaska,632,3615,4.8,81.1,81,465.4,622.8,2601,391
2005,Arizona,512,4827,7.5,33.7,144.1,326.7,946.2,2958,922
2005,Arkansas,528,4068,6.8,43.3,91.2,387.2,1085.1,2720,262
2005,California,526,3321,6.9,26,176,317.1,692.9,1915,712
2005,Colorado,397,4041,3.7,43.4,84.7,264.9,745.1,2736,560
2005,Connecticut,273,2579,3,20.3,112.3,136.9,435.5,1840,303
2005,Delaware,633,3118,4.4,44.8,155.2,429.1,690.4,2148,279
2005,District of Columbia,1380,4490,33.5,28.5,635.7,682.2,614.6,2549,1326
2005,Florida,709,4013,5,37.1,169.6,497.2,927.4,2662,424
2005,Georgia,446,4145,6.2,23.5,153.7,262.5,924.9,2733,487
2005,Hawaii,256,4800,1.9,26.9,78.6,148,769,3313,717
2005,Idaho,257,2697,2.4,40.4,18.6,195.3,564.3,1931,202
2005,Illinois,552,3092,6,33.8,182.2,330.3,608.2,2175,308
2005,Indiana,324,3460,5.7,29.6,108.7,180,698.3,2414,347
2005,Iowa,293,2845,1.3,28.6,38.9,224.5,611.9,2048,186
2005,Kansas,389,3806,3.7,40,65.3,280.4,692.4,2774,340
2005,Kentucky,267,2531,4.6,34.1,88.4,139.8,634.1,1686,211
2005,Louisiana,597,3696,10,31.5,118.4,436.6,873.7,2504,319
2005,Maine,112,2419,1.4,24.7,24.5,61.8,479.7,1837,102
2005,Maryland,704,3551,9.9,22.6,257.2,414.6,642.7,2299,610
2005,Massachusetts,461,2358,2.8,27.2,121.8,309,539.8,1524,294
2005,Michigan,554,3098,6.2,51.5,132.1,363.9,698.2,1922,478
2005,Minnesota,297,3088,2.2,44,92.1,158.9,579.6,2230,279
2005,Mississippi,280,3274,7.4,39.4,82.7,150.1,923.7,2093,258
2005,Missouri,526,3929,6.9,28,124.1,366.6,738.6,2747,443
2005,Montana,282,3146,1.9,32.2,18.9,228.7,389.6,2546,211
2005,Nebraska,287,3432,2.5,33,59.2,192.6,535.1,2580,317
2005,Nevada,608,4246,8.5,42.1,194.9,361.9,973.4,2156,1116
2005,New Hampshire,135,1839,1.5,31.1,27.9,74.3,320.8,1415,103
2005,New Jersey,355,2337,4.8,13.9,151.8,184.7,447.9,1571,318
2005,New Mexico,646,4132,7.5,54.1,98.3,486.5,1087.2,2633,412
2005,New York,444,2102,4.5,18.8,182.1,238.9,352.2,1565,185
2005,North Carolina,469,4080,6.7,26.5,145.7,289.7,1202.6,2549,328
2005,North Dakota,111,2025,1.9,28.4,8.5,72.5,321.9,1534,169
2005,Ohio,350,3668,5.1,40.7,162.8,141.5,873.4,2433,362
2005,Oklahoma,509,4047,5.3,41.8,91.2,371,1007.3,2648,392
2005,Oregon,287,4402,2.2,34.8,68.1,181.9,759.1,3114,529
2005,Pennsylvania,425,2422,6.1,28.9,154.9,235.4,452.5,1732,237
2005,Rhode Island,252,2728,3.2,30.1,72.3,146.9,495.4,1823,410
2005,South Carolina,767,4370,7.4,43.8,133.2,582.9,1006.4,2978,386
2005,South Dakota,179,1767,2.3,48.7,18.7,109.3,323.3,1336,108
2005,Tennessee,757,4300,7.2,36.8,168.1,545.2,1032.8,2844,424
2005,Texas,528,4319,6.1,37.1,156.1,328.8,958.8,2953,408
2005,Utah,225,3837,2.2,36.9,44,142.2,601.2,2894,341
2005,Vermont,126,2370,1.3,24.6,12.2,87.6,511.7,1750,108
2005,Virginia,283,2649,6.1,23.3,99.1,154.9,394.3,2044,211
2005,Washington,346,4890,3.3,44.7,92,205.7,959.1,3147,783
2005,West Virginia,274,2633,4.5,18.5,45,205.9,624.8,1797,211
2005,Wisconsin,242,2669,3.7,20.5,82.4,135.2,442.3,2000,228
2005,Wyoming,230,3158,2.8,24,15.3,188.3,476.8,2536,145
