year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
2012,Alabama,450.3,3505.5,7.1,26.9,104.2,312.1,985.6,2314.9,205
2012,Alaska,604.1,2743.6,4.1,79.8,86.3,433.9,403.9,2131.3,208.4
2012,Arizona,428.6,3536.8,5.5,34.8,112.7,275.6,807.7,2439.4,289.8
2012,Arkansas,469.6,3708.3,5.9,41.8,78.3,343.5,1107.6,2406.3,194.4
2012,California,423.5,2761.8,5,20.6,148.7,249.2,646.8,1671.3,443.7
2012,Colorado,307.4,2685.3,2.9,40.9,65.4,198.2,504.2,1948,233.2
2012,Connecticut,283.5,2148.5,3.3,26,103.3,151,411.7,1556.4,180.4
2012,Delaware,550.5,3348.4,6.1,27.2,163.3,353.9,805.7,2385.9,156.8
2012,District of Columbia,1241.8,4855.7,13.9,37.3,637.3,553.3,555.5,3721.8,578.3
2012,Florida,487,3276.2,5.2,27.2,123.6,330.9,794.8,2288.2,193.2
2012,Georgia,380,3423.6,5.9,21.6,126.1,226.4,877.3,2257.8,288.5
2012,Hawaii,243,3123.5,1.5,20.1,80.9,140.5,550.5,2294.9,278
2012,Idaho,209.8,1994.6,1.9,31,15.2,161.7,453.8,1454.2,86.6
2012,Illinois,416.2,2585.5,6,27.8,151.4,231,552.5,1828.6,204.3
2012,Indiana,344.8,3028.5,4.7,25.4,101,213.8,729.4,2090.4,208.6
2012,Iowa,265.6,2288,1.6,29.3,31.3,203.4,559.4,1597.2,131.4
2012,Kansas,356.7,3156.1,2.9,38.3,51.7,263.7,654.1,2267,234.9
2012,Kentucky,224.9,2575.5,4.6,30,81,109.4,682.2,1739.8,153.5
2012,Louisiana,496.3,3534.7,10.6,25.1,118.6,342,913.4,2450.3,171.1
2012,Maine,122.4,2514,2,28,31.6,60.8,562.7,1876.6,74.6
2012,Maryland,477.3,2758.1,6.3,21,172.9,277,574.4,1929.5,254.1
2012,Massachusetts,407,2156.8,1.8,24.8,98.6,281.7,521.2,1496.6,139
2012,Michigan,455,2522.1,7.1,46.9,105.5,295.5,663.4,1604.9,253.8
2012,Minnesota,230.9,2568.1,1.8,30.4,64.6,134,471.7,1939.1,157.2
2012,Mississippi,260.1,2810.5,7.1,27.4,76.2,149.3,940.4,1725.1,145
2012,Missouri,451.3,3316.7,6.5,25.3,96,323.5,705.6,2340,271.1
2012,Montana,278.8,2595.9,2.9,39,20.1,216.8,389.9,2037.2,168.9
2012,Nebraska,258.8,2759.7,2.8,38.3,60.8,157,471.3,2064.4,224.1
2012,Nevada,608.6,2814.1,4.5,33.8,178.6,391.7,803.1,1647.3,363.7
2012,New Hampshire,215,2426.9,1.1,36.8,35.6,141.4,453.1,1893.4,80.4
2012,New Jersey,290.1,2046.5,4.4,11.7,128.4,145.7,477.4,1383.2,185.9
2012,New Mexico,559.6,3604.2,5.6,45.9,88.6,419.5,1026.3,2315.6,262.2
2012,New York,406.3,1917,3.5,14.5,146.3,242,328.9,1499.6,88.5
2012,North Carolina,353.5,3370.8,4.9,20.4,96.3,231.9,1018.9,2186.5,165.4
2012,North Dakota,245.7,2038.5,3.6,39.8,18.1,184.2,346.3,1523.8,168.4
2012,Ohio,301.5,3206.4,4.1,33,133.3,131,911.6,2123.9,171
2012,Oklahoma,474.4,3432.3,5.8,42.5,85.1,341,945.9,2178.6,307.8
2012,Oregon,247.1,3241.6,2.3,29.7,62,153.1,565.4,2413.3,262.9
2012,Pennsylvania,355.5,2166.7,5.5,26.4,123.3,200.3,446.9,1601.4,118.4
2012,Rhode Island,253,2574.4,3.4,27.8,68.1,153.7,564.5,1759.3,250.6
2012,South Carolina,560.5,3833,7,36.2,95.5,421.7,957.4,2590.1,285.5
2012,South Dakota,323.8,2077.3,2.8,71.9,18.8,230.3,393.3,1555.4,128.6
2012,Tennessee,638.5,3376.1,6.2,31.7,126.3,474.3,871.1,2304.2,200.8
2012,Texas,408.6,3363.1,4.4,29.6,116.6,258,786.6,2327,249.5
2012,Utah,208,3022.3,1.8,34.2,38.7,133.4,458.7,2352.4,211.3
2012,Vermont,142.3,2500.7,1.3,20.9,18.2,101.9,667.6,1759.6,73.5
2012,Virginia,191.5,2179.6,3.9,18.4,57.6,111.5,362.2,1705.9,111.5
2012,Washington,298.1,3689.1,3.1,32.6,84.1,178.2,890.1,2412.3,386.7
2012,West Virginia,320.1,2396.8,3.8,22.4,45,249,617.6,1658.9,120.3
2012,Wisconsin,283.9,2459.2,3,21.5,82,177.6,487.9,1827.5,143.8
2012,Wyoming,201.3,2293,2.4,26.7,10.6,161.6,368.5,1823.2,101.3
