year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1967,Alabama,238.6,1612.4,11.7,10.5,33,183.5,571.4,895,146
1967,Alaska,160.7,2723.9,9.6,17.6,35.3,98.2,688.6,1630.9,404.4
1967,Arizona,238.2,4599.8,5.6,16.7,74.9,141,1137.3,3055.3,407.2
1967,Arkansas,219.5,1408.9,8.8,14.2,35.2,161.3,443.9,879.1,86
1967,California,352.1,4703,5.4,25,149,172.7,1446,2748.8,508.1
1967,Colorado,191.8,3117.2,4.1,20.9,67.9,98.9,789.4,2019.5,308.4
1967,Connecticut,95.9,2185.4,2.4,5.6,32.2,55.7,751.7,1112.6,321.1
1967,Delaware,180.9,2710.7,8.6,11.5,65.5,95.4,832.1,1500.2,378.4
1967,District of Columbia,1143.6,5517.2,22,21.3,711.9,388.5,1817.3,2648.3,1051.5
1967,Florida,390.3,3713.3,10.5,15.2,130.9,233.6,1220.8,2206.8,285.7
1967,Georgia,189.3,1764.9,11.1,12.4,37.3,128.5,591.4,973.6,199.9
1967,Hawaii,80,3639.4,2.4,5,19.8,52.8,1152.4,2082.8,404.2
1967,Idaho,68.4,1837.3,4.3,8.7,10.9,44.5,405.9,1318.6,112.9
1967,Illinois,394.3,2516.2,7.3,17.9,200.9,168.3,608.5,1486.1,421.7
1967,Indiana,162.9,2429.6,3.8,12.7,78.7,67.8,701.5,1389.3,338.9
1967,Iowa,58.4,1822.6,1.5,5.6,21,30.3,431.6,1235.8,155.2
1967,Kansas,142.8,2331.7,4,10.7,42.2,86,598.2,1548.6,184.9
1967,Kentucky,140.6,1715.6,7.2,9.1,47.1,77.2,482.9,950.9,281.8
1967,Louisiana,275,2113.8,9.3,16.5,82.1,167.2,656.2,1176.3,281.3
1967,Maine,63.8,1559.1,0.4,6,9.7,47.8,457.6,990.4,111.1
1967,Maryland,474.1,3436.2,8,19.6,212.1,234.5,1014.8,1932.3,489.1
1967,Massachusetts,127.6,2354.5,2.8,7.6,52,65.2,675.5,1011.6,667.4
1967,Michigan,389,3673.1,6.5,26.6,188.6,167.3,1160.6,2123.5,389
1967,Minnesota,132,2461.2,1.6,8.6,67.1,54.7,704.4,1464.4,292.4
1967,Mississippi,113.8,786.4,8.7,5.5,10.6,89,257.8,471.9,56.7
1967,Missouri,276.9,2846.8,7.3,17.1,130.5,122.1,861.1,1630.7,355
1967,Montana,83.9,2373.2,2.4,10.3,21.4,49.8,522.3,1635.2,215.7
1967,Nebraska,113.2,1979.6,2.7,8.2,38.7,63.6,491.7,1299.7,188.2
1967,Nevada,247.7,4056.3,10.8,14.4,117.8,104.7,1066.2,2513.3,476.8
1967,New Hampshire,31.8,1086.7,2,3.4,6.1,20.3,342.6,632.4,111.8
1967,New Jersey,188.5,2549.1,3.9,9.7,82.5,92.4,861.4,1262.5,425.3
1967,New Mexico,231.8,3038.6,6.6,15.5,45.5,164.3,851.3,1932,255.2
1967,New York,409.7,3367.2,5.4,14.5,219.3,170.5,1195.2,1715.1,456.9
1967,North Carolina,318.1,1574.2,9.9,11.3,32.1,264.8,516.3,911.8,146.1
1967,North Dakota,29,1370.4,0.2,4.7,5.8,18.3,241.2,1046.9,82.3
1967,Ohio,185,2333.4,5.2,10.3,95,74.5,607.6,1400.2,325.6
1967,Oklahoma,148.4,2166.1,6.7,13.7,39.1,88.9,626.5,1348.9,190.7
1967,Oregon,157.4,3307.7,3.1,12.4,65.9,76.1,857.4,2176.8,273.4
1967,Pennsylvania,138.6,1527.9,3.9,9.9,57.9,66.9,487.7,803.9,236.3
1967,Rhode Island,128.4,3007.9,2.2,4.8,31.4,90,896.9,1502.1,608.9
1967,South Carolina,231.4,1859.6,11.2,14.6,35,170.7,638.8,1058.4,162.3
1967,South Dakota,86.9,1469.7,3.7,8.3,12.9,62,341.5,1044.1,84.1
1967,Tennessee,208.4,1899.2,8.9,12.5,56.5,130.5,711.8,944.2,243.1
1967,Texas,246.1,2883.6,9.9,13.1,69.5,153.6,822.4,1796.6,264.5
1967,Utah,116.6,3127.8,2.7,7.2,38.5,68.2,685.5,2217,225.3
1967,Vermont,20.6,1201.2,3.1,4.3,1.9,11.3,517,559.2,124.9
1967,Virginia,227.7,2391,9.1,13.2,52.8,152.5,721.1,1428.7,241.2
1967,Washington,154,3582.7,3.1,12.5,54.6,83.7,837.7,2463.5,281.5
1967,West Virginia,97,927.8,4.6,4.7,19.3,68.4,298.4,542,87.4
1967,Wisconsin,70.4,2161.8,1.9,4.6,28,35.9,450.3,1496.8,214.6
1967,Wyoming,93.3,2318.7,4.8,7.3,13.7,67.6,506,1637.8,174.9
