year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1971,Alabama,311.4,2187,15.1,19,57.6,219.7,791.8,1173.9,221.2
1971,Alaska,355.3,3809.3,13.4,43.5,67.1,231.3,848.6,2438,522.7
1971,Arizona,400.6,5540.9,6.7,29.9,113.3,250.7,1435.9,3654.2,450.8
1971,Arkansas,240.7,2087.5,10.5,17.1,48.7,164.5,720.9,1243.5,123.1
1971,California,518.6,6171.5,8.1,36.1,235.5,238.9,1939.8,3517.9,713.9
1971,Colorado,373.6,5143.3,6.5,38.4,134.9,193.8,1450,3128.5,564.8
1971,Connecticut,193.7,3452.5,3.1,11.9,83.2,95.5,1067.3,1846,539.1
1971,Delaware,369.2,4645.9,6.1,18.3,144.1,200.7,1390.5,2670.6,584.8
1971,District of Columbia,2170.6,7345.7,37.1,83,1514.4,536,2539.5,3627.8,1178.4
1971,Florida,547.9,5125.2,13.3,24.3,190.6,319.7,1678.4,3054.1,392.7
1971,Georgia,340.9,2707,16,21.5,104.2,199.2,1050.7,1354.5,301.8
1971,Hawaii,231.9,5226.9,5.3,17.5,93,116.1,1437.1,3222.4,567.3
1971,Idaho,125.3,3382.2,3.3,10.5,22.3,89.2,741.8,2473.9,166.5
1971,Illinois,477.3,3408.1,9.6,21.6,258.1,187.9,836.7,2095.6,475.8
1971,Indiana,247.1,3275.7,5.3,19.4,126,96.3,969,1903.9,402.7
1971,Iowa,98.9,2526.6,1.8,8.9,30.4,57.8,531.6,1841.8,153.3
1971,Kansas,214.5,3280.7,5.1,15.9,65.7,127.8,888.6,2148.4,243.8
1971,Kentucky,235.1,2246.6,10.9,14.9,77.4,131.9,719,1195.4,332.3
1971,Louisiana,413.1,3043,11.1,23.7,135.1,243.2,911.9,1729.4,401.7
1971,Maine,90,2226.2,2,7.4,14.4,66.3,750.6,1327.8,147.8
1971,Maryland,621.4,4177.8,11.2,24.9,325.4,259.9,1122.5,2528.5,526.8
1971,Massachusetts,266,4081.5,3.8,12.4,140.1,109.6,1339.8,1756.9,984.9
1971,Michigan,574.6,5140.6,10.5,26.7,330.1,207.3,1686.7,2956,497.9
1971,Minnesota,154.4,3382.5,2.4,12.1,77,62.9,881.7,2157.7,343.1
1971,Mississippi,276.3,1324.2,14.7,13.7,35.9,212,444.7,780,99.4
1971,Missouri,386.5,3659,8.9,26.2,179.7,171.7,1167.1,1989.7,502.2
1971,Montana,137.1,3046.8,4.4,14.1,28.7,90,654.9,2169.8,222
1971,Nebraska,155.8,2383.1,2.6,14,36,103.2,551.4,1577.1,254.6
1971,Nevada,372.2,5089.3,11.4,26.6,171.2,162.9,1505.9,2977.1,606.3
1971,New Hampshire,76.1,1997.1,2.2,8.3,16.1,49.5,666.9,1146.2,184
1971,New Jersey,362.2,3603.1,5.8,14.5,220,121.8,1215.3,1807.7,580.1
1971,New Mexico,387.8,4718,12,26.2,103.1,246.4,1417.1,2842.1,458.7
1971,New York,788.7,4295.4,9.9,17.5,531.1,230.1,1488.2,2113.1,694.1
1971,North Carolina,387.7,2341.5,11.8,14.8,55.3,305.8,813.1,1362.4,166.1
1971,North Dakota,38.1,2012.3,1.3,4.2,7.5,25.1,339.8,1585.8,86.7
1971,Ohio,298.4,3367.8,7.5,18.4,163.7,108.7,932.6,1938.8,496.4
1971,Oklahoma,257.4,2867,6.5,16.6,60.3,174,930.6,1654.2,282.3
1971,Oregon,293.6,4646.2,3.2,22.2,110.4,157.7,1340.7,2944.5,361
1971,Pennsylvania,268.7,2299.5,6.2,13.9,141.9,106.7,742.3,1189,368.2
1971,Rhode Island,221.8,4588.3,3,5.6,84.9,128.2,1097.4,2511.6,979.4
1971,South Carolina,311.7,2826.8,16.6,18.2,62.4,214.5,1030.7,1576.5,219.6
1971,South Dakota,96.1,1963.1,1.2,9.9,18.2,66.9,453.3,1426.6,83.3
1971,Tennessee,313.8,2299.4,12.4,18.1,86.5,196.8,901.4,1094.5,303.5
1971,Texas,376,3724.1,12.1,23.6,124.1,216.3,1183.7,2161,379.4
1971,Utah,153.7,4332.1,2.7,14.6,60.5,75.8,914.7,3089.1,328.3
1971,Vermont,72.7,2007.6,1.1,11.4,9.8,50.4,726,1142.6,139.1
1971,Virginia,326.3,3307.2,10.1,21.3,106.8,188.2,920.2,2076.5,310.5
1971,Washington,236.4,4649.4,3.8,17.7,93.3,121.6,1392.8,2912.4,344.3
1971,West Virginia,131.9,1269.5,6.4,5,35.4,85.1,387.7,770.9,110.8
1971,Wisconsin,88.4,2921.8,2.8,7.6,31.5,46.4,629.4,2051.8,240.6
1971,Wyoming,156.5,2660,5.3,13.8,20,117.4,586.2,1892.1,181.8
