year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1981,Alabama,470.5,4428.3,11.9,26.1,126.5,306.1,1450.7,2693.3,284.2
1981,Alaska,615.8,5979.1,14.6,102.2,114.6,384.5,1329.9,3958.7,690.5
1981,Arizona,575.8,7038.1,8.1,38.1,177.6,352,2064.3,4563.9,410
1981,Arkansas,310.3,3486.1,9.1,25.2,77.4,198.6,1078.1,2221.4,186.6
1981,California,863,6727.5,13,56.2,388.2,405.6,2238.5,3816.1,672.9
1981,Colorado,531.7,6821.4,8.1,45.6,159.5,318.5,2031.6,4375.9,413.9
1981,Connecticut,448.1,5389.2,5.4,21.9,246.1,174.6,1691.9,3094.7,602.6
1981,Delaware,509,6180.3,6.7,28.4,141.1,332.8,1609.9,4140.3,430.1
1981,District of Columbia,2274.8,8402.8,35.1,65.1,1635.1,539.6,2646.5,5164.3,592
1981,Florida,965.1,7067.4,15,56.1,348.9,545,2375.9,4241.8,449.7
1981,Georgia,548.2,5080.4,17.2,42.4,196.4,292.1,1672.1,3073.6,334.6
1981,Hawaii,247.6,6295.8,4.8,34.7,148.4,59.7,1708.5,4157.2,430.1
1981,Idaho,283.3,4247.4,4.5,20.6,37.7,220.4,1173.6,2859.5,214.3
1981,Illinois,792.5,5323.2,10.5,32.4,373.2,376.3,1511.5,3201.2,610.5
1981,Indiana,341.6,4198.2,7.1,29.6,129,176,1168.8,2690,339.3
1981,Iowa,204.2,4512.4,2.6,13.4,53.6,134.5,1067.5,3221.7,223.2
1981,Kansas,369.4,5034.9,6.3,30.8,109.7,222.6,1544.2,3235.6,255.1
1981,Kentucky,289.5,3242,8.4,20.9,100.7,159.5,1062.4,1944.7,235
1981,Louisiana,638.3,4629.4,15.6,41.4,202,379.2,1434.5,2832.9,362
1981,Maine,195.6,4047.7,3.2,12.8,32.5,147.1,1243.9,2610,193.8
1981,Maryland,887.1,5670.6,9.9,38.8,424.4,414,1660.2,3576.7,433.7
1981,Massachusetts,628.6,5206.7,3.6,27.4,270.9,326.7,1647.8,2559.6,999.3
1981,Michigan,641.9,6212.2,9.4,47.5,257.5,327.6,1862.1,3714.9,635.2
1981,Minnesota,228.5,4508.2,2.1,25.8,104.3,96.3,1277.6,2978.8,251.8
1981,Mississippi,304.6,3232.8,12.6,26,81.4,184.6,1170.5,1880.9,181.3
1981,Missouri,540.2,4811.2,10.4,29.7,215.2,284.8,1583.1,2846.6,381.4
1981,Montana,253,4765.9,3.4,22.1,38.1,189.4,966,3519.4,280.4
1981,Nebraska,181.5,3996,3.1,20.5,70.7,87.2,912.6,2875.9,207.5
1981,Nevada,896.4,7695.5,17.5,64.9,458,356.1,2727.3,4373.4,594.8
1981,New Hampshire,147.1,4174.8,2.9,16.5,35.8,91.9,1186.1,2747.8,240.9
1981,New Jersey,630.6,5549.2,7.3,32.1,334.6,256.7,1733.2,3132.6,683.3
1981,New Mexico,671.7,5528.9,11.4,47.3,140.8,472.2,1613,3560.8,355.1
1981,New York,1069.6,5835.8,12.3,31.1,684,342.1,1991.7,3066.3,777.8
1981,North Carolina,436.7,4083.5,9.1,22.7,80.8,324.1,1336.7,2548.8,198.1
1981,North Dakota,67.5,2923.6,2.3,8.7,12.9,43.6,500.6,2258.2,164.7
1981,Ohio,496.6,4950.8,7.4,31,236.9,221.3,1493.6,3032.4,424.8
1981,Oklahoma,426.8,4410.5,9,35.2,115.4,267.2,1588.8,2403.5,418.2
1981,Oregon,478.7,6558.2,4.4,41.7,180.6,251.9,1967,4250.8,340.4
1981,Pennsylvania,371.7,3311.5,6.1,22.4,186.6,156.6,1031.5,1910.8,369.2
1981,Rhode Island,441.7,5410.1,4.2,17.9,132,287.6,1654.9,2891.3,863.9
1981,South Carolina,640.4,4678.7,10.4,36.3,120.2,473.5,1595.7,2807.5,275.4
1981,South Dakota,104.8,2908.3,1.8,11.5,17.8,73.7,634.7,2129.5,144.1
1981,Tennessee,412.6,3898.9,9.7,37.6,171.7,193.5,1384.2,2180.6,334.1
1981,Texas,532.4,5517.9,16.6,46.2,193.3,276.3,1870.4,3082.9,564.6
1981,Utah,298.6,5451.4,3.3,28.4,84.8,182.1,1274.8,3882.3,294.3
1981,Vermont,128,4932.8,4.3,33,27.6,63.1,1559.8,3079.6,293.4
1981,Virginia,321.7,4349.1,8.6,27.2,133.2,152.7,1167.5,2979.7,201.9
1981,Washington,447.3,6294.8,5.1,50.2,130,262,1892.1,4083.4,319.2
1981,West Virginia,174.8,2443.9,6,14.8,50.2,103.7,775.1,1480.5,188.4
1981,Wisconsin,187.9,4579,3.4,15.7,68.6,100.2,1072.2,3289.6,217.2
1981,Wyoming,430.1,4701.8,5.5,35.4,41.9,347.4,961,3449.6,291.3
