year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1985,Alabama,457.5,3484.6,9.8,26.8,105.4,315.5,1034.9,2191.2,258.5
1985,Alaska,581.8,5295.2,9.8,77.2,92.9,401.9,1191.7,3497.1,606.3
1985,Arizona,602.5,6513.7,8,45.7,146.5,402.3,1869.6,4258.6,385.5
1985,Arkansas,347.6,3237.5,7.9,29.1,68.5,242,941.4,2117.7,178.4
1985,California,765.3,5752.7,10.5,43.3,327.7,383.8,1701.1,3379.4,672.2
1985,Colorado,471,6448,5.8,40.9,124.2,300.1,1748.1,4267,432.9
1985,Connecticut,402,4302.8,3.8,24,190,184.1,1135.5,2726,441.3
1985,Delaware,433.3,4528,4.8,47.6,124.3,256.6,1097.4,3157.2,273.3
1985,District of Columbia,1624.8,6374.4,23.5,53.8,835.5,712,1598.2,3973.5,802.7
1985,Florida,941.1,6633.1,11.4,52.8,312.4,564.5,2009.5,4098.1,525.5
1985,Georgia,507.2,4602.9,10.4,43.3,164.2,289.4,1356.6,2877.3,369
1985,Hawaii,219.4,4981.1,4.1,29.4,99.4,86.5,1154.1,3544.3,282.7
1985,Idaho,234.8,3673.2,2.2,19.1,26.8,186.8,887.3,2604,182
1985,Illinois,714.8,4596.5,8,39.3,287.1,380.3,1135.8,2869.8,590.9
1985,Indiana,309.4,3604.7,5.8,24,92.1,187.5,914.6,2361.5,328.5
1985,Iowa,211.7,3731.2,1.9,12.6,41.2,156.1,913.6,2664.2,153.4
1985,Kansas,355.8,4019.3,4.9,29.3,78.7,242.7,1050.6,2752.4,216.4
1985,Kentucky,305.5,2641.7,6.9,21.6,75.7,201.3,771.3,1677.2,193.2
1985,Louisiana,694.2,4869.3,10.9,39.8,190.3,453.3,1323.9,3163.1,382.3
1985,Maine,167.5,3504.2,2.4,14.3,24.4,126.4,911.3,2427.8,165.1
1985,Maryland,834.6,4538.2,7.9,38.7,302.2,485.8,1206.6,2870.6,461
1985,Massachusetts,538.2,4219.6,3.5,29.8,188.5,316.5,1120.4,2234.4,864.8
1985,Michigan,734.1,5632.2,11.2,67.6,292.4,362.9,1527.2,3277.1,827.8
1985,Minnesota,256.4,3877.8,2.1,29.6,85.8,138.9,1017.5,2598.5,261.9
1985,Mississippi,270.9,2994.8,10.6,26.7,62.6,171.1,1021.9,1817,156
1985,Missouri,503.5,3862.5,8.1,29.2,147.6,318.5,1098.7,2399.1,364.8
1985,Montana,208.5,4340.8,5.8,19.2,20.9,162.5,827.5,3238,275.3
1985,Nebraska,237.9,3456.7,2.9,23.4,48.5,163.1,730.4,2570.2,156
1985,Nevada,667.1,5907.5,10.3,60.3,274.9,321.7,1849.6,3561.5,496.4
1985,New Hampshire,140.8,3111.1,2.1,19.1,26.7,92.9,762.3,2150.2,198.6
1985,New Jersey,544.5,4549.9,5.4,32.1,255,252,1056.9,2828.7,664.3
1985,New Mexico,703.9,5782.3,10.9,49.8,138.1,505.1,1753.9,3682.6,345.7
1985,New York,929.9,4658.6,9.5,32.1,504.4,383.9,1235.1,2824.5,599.1
1985,North Carolina,420.9,3700.5,8.3,23.8,78.2,310.6,1150.8,2358.6,191
1985,North Dakota,47,2632.4,1,7.3,6.4,32.3,427,2087.2,118.2
1985,Ohio,381.6,3805.7,5.2,36.9,133.1,206.4,976.5,2476.4,352.7
1985,Oklahoma,422,5003,7.7,37.9,106.8,269.6,1612.1,2824.4,566.5
1985,Oregon,551.1,6178.7,4.7,50.7,185.6,310.1,1886.5,3934.7,357.6
1985,Pennsylvania,331.1,2706.4,4.6,24.3,147,155,737.5,1640.7,328.2
1985,Rhode Island,346.6,4376.9,3.6,26.1,115.9,200.9,1232.3,2491.6,652.9
1985,South Carolina,631,4209.5,9.1,41.4,93.9,486.7,1253.5,2696.7,259.2
1985,South Dakota,136.6,2504.2,1.8,23.7,17.1,93.9,546.2,1856.2,101.8
1985,Tennessee,474.4,3692.3,9,42.6,180.9,242,1166.8,2040.3,485.2
1985,Texas,550,6018.7,13,51.1,193.5,292.3,1770.5,3640.3,608
1985,Utah,267.4,5050,3,23.2,55.2,186,942.9,3870.4,236.7
1985,Vermont,147.7,3740.4,3.4,19.3,20.9,104.1,973.8,2602.6,163.9
1985,Virginia,294.7,3484.4,7.1,27.2,100.2,160.1,785.1,2502.6,196.7
1985,Washington,425.4,6103.4,5.2,54.9,132,233.3,1811.3,4003.2,288.9
1985,West Virginia,166,2086.8,3.8,18.5,37.6,106.1,618.4,1301.2,167.3
1985,Wisconsin,206.9,3809.8,2.8,18.3,70.2,115.6,795.5,2792.6,221.6
1985,Wyoming,256.8,3758.3,4.3,22.4,20,210,690.6,2894.3,173.5
