year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1975,Alabama,392.9,3079.6,16,20.4,123,233.5,1163.8,1645.5,270.3
1975,Alaska,539.8,5656.8,12.2,44.6,129.5,353.4,1214.5,3522.4,919.9
1975,Arizona,547.8,7793.7,8.6,35.5,170,333.8,2529.9,4747.7,516.1
1975,Arkansas,348.3,3191.9,10.1,25.9,87.6,224.7,1077.1,1947,167.8
1975,California,655.4,6549.2,10.4,41.6,282.4,321,2217.3,3703.7,628.2
1975,Colorado,463.1,6212.4,7.4,41.5,174.1,240.1,2001.2,3744,467.2
1975,Connecticut,268.4,4688.6,3.9,12.4,131.5,120.6,1512.6,2603.6,572.4
1975,Delaware,392.1,6276.2,7.3,18.1,157.2,209.5,1826.3,3926.9,523
1975,District of Columbia,1774.3,5929.2,32.8,72.6,1276.1,392.7,1838.5,3616.2,474.4
1975,Florida,688.5,7032.7,13.5,35.7,239.7,399.6,2349.6,4240.4,442.6
1975,Georgia,459,4167,14.4,25.4,166.5,252.6,1580.7,2248.5,337.7
1975,Hawaii,218.4,5808.2,7.7,24.7,127.6,58.3,1826.8,3457.7,523.7
1975,Idaho,203.7,3937.4,5.2,16.1,42,140.4,1063,2651.3,223
1975,Illinois,670.2,5033.2,10.6,25.7,325.8,308.1,1409.7,3030,593.5
1975,Indiana,332.8,4578.6,8.5,24.3,156.8,143.3,1376.4,2813.9,388.3
1975,Iowa,140.7,3768,2.5,10.3,53.5,74.4,818.5,2719.8,229.7
1975,Kansas,278.2,4468.8,5.4,17.2,92.8,162.8,1369.5,2862.8,236.4
1975,Kentucky,264,3000.3,10.2,15.4,103.2,135.3,962.8,1774.2,263.4
1975,Louisiana,478.4,3645,12.6,23.7,153.1,289,1114.6,2191.8,338.5
1975,Maine,219.5,3740.1,2.8,10.4,36.4,169.8,1361.5,2167.9,210.8
1975,Maryland,709.8,5197.7,10.7,31.5,344.2,323.4,1413.2,3267.6,516.9
1975,Massachusetts,442.6,5635.3,4.2,19.2,227,192.2,1712.5,2351.7,1571.1
1975,Michigan,685.7,6114.6,11.9,38.1,353.1,282.7,1891.8,3572.9,649.9
1975,Minnesota,207,4091.7,3.3,18.6,103.6,81.4,1193.1,2516.1,382.5
1975,Mississippi,315.9,2094.8,13.9,16.5,54.6,230.9,784.2,1181.3,129.3
1975,Missouri,493.8,4904,10.6,25.2,244.7,213.3,1512.6,2924.7,466.7
1975,Montana,189.6,3999.3,5.2,14.3,41.4,128.6,875.1,2814.8,309.4
1975,Nebraska,257.8,3356.2,4.3,19.2,90.4,143.9,760.2,2365,231
1975,Nevada,678.7,7474.2,13,47.1,302.5,316,2447.1,4517.1,510
1975,New Hampshire,99.8,3246.8,2.9,8.7,28.9,59.3,853.1,2135.7,258.1
1975,New Jersey,413,4731.3,6.8,18.9,222.6,164.6,1521.2,2672.5,537.7
1975,New Mexico,534.8,5304.6,13.3,41,126.7,353.8,1728.7,3258.8,317.2
1975,New York,856.4,4779.3,11,28.1,516,301.3,1666.6,2471,641.7
1975,North Carolina,436.5,3380.3,12.4,16.2,82.2,325.6,1285.1,1909.2,186
1975,North Dakota,53.1,2284.1,0.8,5.8,14.3,32.1,539.2,1614.3,130.6
1975,Ohio,408,4506.4,8.1,25.3,220,154.6,1271.4,2808.6,426.4
1975,Oklahoma,303.3,4274.8,9.4,27.2,90.2,176.5,1551.8,2375,348
1975,Oregon,438.5,6313.7,6.2,32.6,130.3,269.4,1911.6,3935.9,466.2
1975,Pennsylvania,329.2,3020.3,6.8,17.4,168.6,136.5,983.3,1670,367
1975,Rhode Island,302.3,5341.5,3,10.9,95.9,192.4,1446.3,2878.4,1016.8
1975,South Carolina,511.4,4130.1,14.7,26.5,110.9,359.3,1714.2,2156.3,259.6
1975,South Dakota,205.3,2533.7,3.7,16.5,31,154,667.8,1698,167.9
1975,Tennessee,397,3873.5,11.4,26.1,166.8,192.6,1379.3,2129.5,364.7
1975,Texas,390.6,5016.5,13.4,28,164.1,185.2,1665.6,2963.7,387.2
1975,Utah,231.8,4880.8,2.7,20.9,79,129.2,1187.8,3372.6,320.5
1975,Vermont,95.1,3386,2.1,14.6,15.7,62.6,1100,2112.1,173.9
1975,Virginia,380.9,4165.6,11.5,24,138.5,206.9,1165.7,2730.7,269.2
1975,Washington,390.8,5750.1,5.7,32.7,124,228.4,1723.1,3641.6,385.4
1975,West Virginia,161.7,1946.1,7.4,9.3,45.5,99.5,591,1228.7,126.4
1975,Wisconsin,151.8,3823.9,3.3,10.6,73.4,64.5,918.5,2665.4,239.9
1975,Wyoming,204.3,3951.6,10.2,17.1,49.5,127.5,863.4,2810.7,277.5
