year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1974,Alabama,372.9,2627.2,15,22.7,99.6,235.6,1057.9,1308.7,260.6
1974,Alaska,453.1,4786.6,13.6,49.3,88.4,301.8,1166.8,2972.1,647.8
1974,Arizona,566.7,7654.9,9.6,37.5,204.2,315.5,2534,4518.6,602.3
1974,Arkansas,316.2,2984.4,11.2,23.9,80.7,200.5,1075.2,1745.3,163.9
1974,California,610.6,6236.2,9.5,40.6,252.7,307.8,2072,3525.5,638.8
1974,Colorado,429.8,5736,6,36.5,165.7,221.6,1843.1,3354.2,538.6
1974,Connecticut,228.1,4178.8,3.3,11.2,92.3,121.4,1353.9,2275,549.9
1974,Delaware,443.1,5506.5,10.3,17.3,127.9,287.6,1517.8,3459.9,528.8
1974,District of Columbia,1603,5954.9,38.3,77.6,1098.3,388.8,1953.8,3458.4,542.7
1974,Florida,677.6,6709.7,14.7,36,275.2,351.8,2287.3,3939.5,482.9
1974,Georgia,442.2,3470.2,17.8,27.1,176.5,220.8,1462.4,1660.8,347.1
1974,Hawaii,208,5863.6,8.3,26.1,121.6,52.1,1784.8,3492.8,586.1
1974,Idaho,183.4,3899.2,5.6,16,37.9,123.8,1001.8,2683.5,214
1974,Illinois,627.1,4557.1,11.8,27.7,313.4,274.2,1264.2,2761.5,531.4
1974,Indiana,293.3,4043.6,8,23.5,134.4,127.3,1254.6,2396,393
1974,Iowa,121,3292.6,1.9,10.1,48.7,60.4,791.5,2282.1,219.1
1974,Kansas,276.3,4024.1,6.9,19.7,107.8,141.9,1268.6,2516.9,238.6
1974,Kentucky,234,2525.7,10.3,17.6,92.3,113.7,830.1,1466.8,228.8
1974,Louisiana,472.7,3343.7,16,25.2,156.3,275.1,1045.7,1956.2,341.7
1974,Maine,137.5,3462.7,2.9,8.7,27.9,98.1,1318.9,1946,197.7
1974,Maryland,719.1,4931,11.7,29.8,360.6,316.9,1402.9,2944.8,583.3
1974,Massachusetts,388.7,4994.2,4.4,15.6,212.4,156.3,1549.8,2078.8,1365.6
1974,Michigan,659.4,5860.2,13,37.1,337.2,272,1903.9,3331.6,624.7
1974,Minnesota,207.3,3723.7,3,17.7,104.1,82.5,1121.8,2228.2,373.7
1974,Mississippi,334.9,1914.3,12.9,17.4,48,256.5,755.7,1034.5,124.1
1974,Missouri,452.4,4335.6,9.8,26.9,216.7,199,1471.3,2437.3,427.1
1974,Montana,162.4,3921.4,4.2,12.2,35.6,110.3,887.9,2750.5,283
1974,Nebraska,239.6,3104.7,3.6,18.9,91,126.2,773.8,2053.5,277.5
1974,Nevada,682.4,7144.7,14.8,45.2,277.8,344.5,2452.5,4086,606.1
1974,New Hampshire,91.5,3052.5,3.5,8.4,25.9,53.7,820.4,1973,259
1974,New Jersey,403.4,4368.3,6.8,19.7,216.6,160.3,1429.4,2392.2,546.7
1974,New Mexico,450.4,4762.6,11.3,34.8,124.6,279.6,1583.1,2873.4,306.1
1974,New York,803,4231,10.6,28.9,479.3,284.1,1500.9,2155.4,574.8
1974,North Carolina,488.9,3022.3,11.7,15.5,92.3,369.4,1186.9,1647.1,188.3
1974,North Dakota,50.1,2110,1.4,7.8,12.9,27.9,433,1544.7,132.3
1974,Ohio,364.1,3859.3,8.9,23.9,191.2,140.2,1171.8,2285.1,402.4
1974,Oklahoma,280.1,3815.9,8.1,25,83.5,163.5,1455.2,1999,361.7
1974,Oregon,367.4,5977.3,5.6,32.3,130.8,198.7,1843.2,3665.5,468.7
1974,Pennsylvania,315,2738.5,6.7,17.8,159.5,131,927.8,1435,375.7
1974,Rhode Island,282.9,4831.1,3.8,7.4,91,180.7,1296.1,2612,923.1
1974,South Carolina,455.7,3709.5,16.2,26.2,127.4,285.9,1562.4,1864.7,282.4
1974,South Dakota,180.9,2489.9,2.1,10.7,20.4,147.8,597.1,1735.3,157.5
1974,Tennessee,386.8,3272.4,13.4,25.7,157.2,190.4,1350.1,1575.6,346.7
1974,Texas,390.1,4396.9,13.7,28.9,164,183.5,1543,2471.8,382.1
1974,Utah,214.6,4735.6,3.2,22.3,75.8,113.4,1132.9,3272.9,329.8
1974,Vermont,75.1,2799.6,3.4,12.3,13.8,45.5,1019.4,1606.6,173.6
1974,Virginia,356.8,3831.1,10.6,25.9,127.4,193,1140.9,2409.4,280.8
1974,Washington,346.3,5662.8,5.1,29,115.5,196.6,1772.5,3484.8,405.5
1974,West Virginia,137.4,1632,6,10,35.2,86.1,551.8,953.3,126.9
1974,Wisconsin,140.4,3500.7,3,11.3,66.3,59.9,836.9,2417.8,246.1
1974,Wyoming,144.6,3505.8,5,15.3,42.6,81.6,827.3,2464.1,214.5
