year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1983,Alabama,416,3685,9.2,23.5,98.4,284.9,1073.1,2381.4,230.5
1983,Alaska,613.8,5404.8,13.8,101.5,97.1,401.5,1194.2,3566.8,643.8
1983,Arizona,494.2,5897.4,7.2,41.9,132.4,312.7,1668.6,3871.8,357
1983,Arkansas,297.7,3202.9,7.6,25.2,69.3,195.5,961.3,2067.9,173.7
1983,California,772.6,5904.9,10.5,48,340.9,373.1,1829.1,3444.5,631.2
1983,Colorado,476.4,6150.7,6.4,41.9,126.4,301.7,1532.4,4245.7,372.7
1983,Connecticut,375,4602.8,4.1,20,200.6,150.3,1274.3,2849.6,478.9
1983,Delaware,453.1,5012.9,4.1,37.8,115.3,295.9,1223.4,3450.2,339.3
1983,District of Columbia,1915.4,7358.4,29.4,65.2,1235.6,585.2,2003.7,4719.9,634.8
1983,Florida,826.7,5954.4,11.2,48.4,263.4,503.7,1796.8,3752.8,404.8
1983,Georgia,456.7,4048.5,8.4,35.3,144.2,268.8,1266.8,2501.7,280
1983,Hawaii,252.1,5557.5,5.6,29.4,130,87.1,1332.9,3804.5,420
1983,Idaho,238.7,3627.1,3.5,18.3,27.3,189.6,930.8,2525.7,170.6
1983,Illinois,728.1,4813.3,9.7,31.5,318.9,368,1292.4,2952,569
1983,Indiana,283.8,3846,5.2,27.5,99.9,151.1,988.3,2535.7,322.1
1983,Iowa,181.1,3737.9,2.3,12.6,41,125.2,915.6,2664.4,157.9
1983,Kansas,326.6,4203.2,5.6,25.9,84,211,1167.8,2834.4,201
1983,Kentucky,322.2,3112.6,9.8,22,87.1,203.3,977,1920.4,215.2
1983,Louisiana,640.9,4385.7,14.2,39.9,190,396.8,1292.5,2782.6,310.6
1983,Maine,159.6,3521.6,2.1,16.8,27.1,113.5,996.1,2357.9,167.5
1983,Maryland,807.1,4549.9,8.5,32.8,347.4,418.4,1224.4,2961,364.5
1983,Massachusetts,576.8,4434,3.5,25.9,208.5,338.9,1253.5,2321.5,858.9
1983,Michigan,716.7,5760.8,10,56.1,285.3,365.3,1691.9,3331.3,737.6
1983,Minnesota,190.9,3843.3,1.7,22.4,79.6,87.2,1075.6,2558.7,209
1983,Mississippi,280.4,2927.7,11.2,23.8,63.8,181.6,1023.5,1762,142.1
1983,Missouri,477.2,4052.7,8.1,26.8,167.9,274.4,1217.2,2517.9,317.5
1983,Montana,212.6,4431.8,3.7,19.8,23.5,165.6,908.2,3294.7,228.9
1983,Nebraska,217.7,3569.9,2.6,21.2,49.8,144,777,2631.6,161.4
1983,Nevada,655.2,6046.1,12.8,51.3,307.2,284,2011.4,3563.3,471.4
1983,New Hampshire,125.1,3231.2,2,19.5,24.1,79.6,821.9,2227.2,182.1
1983,New Jersey,553.1,4610.3,5.3,30.3,269,248.4,1237.2,2768.9,604.3
1983,New Mexico,686.8,5659.4,8.9,48,114,515.9,1559.2,3793.9,306.3
1983,New York,914.1,4988.5,11.1,30,536.5,336.5,1410.1,2854.7,723.7
1983,North Carolina,409.6,3774.1,8.1,21.9,79.6,300,1189.5,2418.1,166.5
1983,North Dakota,53.7,2621.8,2.1,12.5,7.8,31.3,436.3,2056.3,129.1
1983,Ohio,397.9,4107.2,5.6,31.5,159.4,201.4,1155.6,2607.1,344.6
1983,Oklahoma,423.4,4505.7,7.6,37.8,128.7,249.3,1509.5,2549.6,446.7
1983,Oregon,487.8,5763,4.1,40.5,170.3,273,1745.8,3714.5,302.8
1983,Pennsylvania,342.8,2852.6,4.9,20.6,172.3,145,810.6,1726.8,315.2
1983,Rhode Island,355.2,4650.3,2.7,16.8,112.9,222.8,1332.1,2666.3,651.8
1983,South Carolina,616.8,4154.1,9.8,35,104.9,467,1294.8,2619.5,239.8
1983,South Dakota,120,2427.6,2.1,17,15.9,85,545.7,1779,102.9
1983,Tennessee,402,3609.6,8.8,35.9,172.8,184.6,1205.9,2087.2,316.5
1983,Texas,512.2,5395,14.2,40.3,189.3,268.4,1667.5,3202.6,524.9
1983,Utah,256,4862,3.5,24.9,64.3,163.3,1015.8,3610.4,235.7
1983,Vermont,132.6,4000.2,3.6,40.8,27.8,60.4,1090.3,2723,186.9
1983,Virginia,292.5,3669,7,24.7,110.5,150.4,919.9,2571.4,177.7
1983,Washington,371.8,5706,4.9,44.7,105.4,216.7,1640.1,3812.9,253
1983,West Virginia,171.8,2247.2,4.9,13.4,44.2,109.3,684.7,1380.9,181.6
1983,Wisconsin,190.9,4064.8,2.8,18.1,71.9,98.1,883.6,2976.9,204.3
1983,Wyoming,237.2,3776.7,5.8,21.4,29.8,180.2,705.4,2905.1,166.1
