year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
1965,Alabama,199.8,1392.7,11.4,10.6,28.7,149.1,473.7,812.1,106.9
1965,Alaska,149,2454.5,6.3,17.8,39.9,85,554.5,1492.9,407.1
1965,Arizona,192.3,3355.5,5,17.8,55.7,113.9,816.5,2251.7,287.3
1965,Arkansas,135.8,1138.4,5.9,10.4,23.7,95.9,323.7,727.2,87.5
1965,California,282.2,4037.2,4.7,21.2,113.3,142.9,1209.6,2388,439.6
1965,Colorado,152.7,2551.8,3.5,16.2,54.5,78.6,650.9,1652.2,248.7
1965,Connecticut,69.7,1764.8,1.6,5.2,19.3,43.5,563.5,983.8,217.4
1965,Delaware,111.1,2297.6,5.7,6.5,56.6,42.2,647.9,1398.4,251.3
1965,District of Columbia,722.8,3497,18.4,17.4,358.8,328.1,1231.1,1566.1,699.8
1965,Florida,299.5,3020.7,8.9,13.3,88.6,188.6,957,1855.9,207.8
1965,Georgia,201.4,1562.9,11.3,13.4,29.8,147,487.4,882,193.5
1965,Hawaii,69.1,3183.3,3.2,0.8,18.7,46.3,980.9,1839.4,363
1965,Idaho,71.2,1911.3,2,5.5,10.1,53.6,358.8,1450.1,102.3
1965,Illinois,322.7,2223.2,5.2,16,164.7,136.7,550.2,1293.1,379.9
1965,Indiana,137.1,2033.4,3.5,10.6,57.4,65.6,556.4,1230.6,246.5
1965,Iowa,38.7,1358.9,1.3,4.5,12.8,20.1,304.3,950,104.7
1965,Kansas,107.1,1883.2,2.7,9.1,24,71.2,467.5,1293,122.7
1965,Kentucky,108.9,1480.8,5.3,6.6,36.7,60.4,444.8,884.3,151.7
1965,Louisiana,203.1,1568.1,8.1,11.1,51.3,132.6,452.3,913.3,202.5
1965,Maine,44,1372.1,2.1,4.3,4,33.5,404.9,873.2,94
1965,Maryland,285.1,2474.3,6.7,13.9,82.9,181.5,638.6,1529.7,306
1965,Massachusetts,98.5,2022.9,2.4,5.4,40,50.7,554.5,934.9,533.5
1965,Michigan,297.6,3021.3,4.6,24,132.1,137,867.5,1830.3,323.6
1965,Minnesota,86.5,1924.9,1.4,5.2,40.3,39.5,530.5,1192.8,201.6
1965,Mississippi,170.1,807.1,8.9,6.9,14.4,139.9,285.5,444.2,77.3
1965,Missouri,235.4,2676.8,6.7,18.1,93.3,117.4,763,1651.7,262.1
1965,Montana,72.8,2077.5,1.7,7.8,15.9,47.5,452.8,1426.6,198
1965,Nebraska,57.7,1774.1,2.4,5.1,21.9,28.2,384.8,1226.5,162.8
1965,Nevada,216.6,3537.5,8.4,15.5,97.5,95.2,878,2222.5,437
1965,New Hampshire,23.3,1028.4,2.7,2.1,6.9,11.7,316.4,624.2,87.7
1965,New Jersey,153.9,1892.7,3.2,8.9,55.4,86.3,621.7,976.9,294.1
1965,New Mexico,198.9,2660.7,6.3,13.8,43.6,135.2,735,1699.8,225.9
1965,New York,325.4,2740.3,4.6,12.8,155.9,152,1015,1401.8,323.4
1965,North Carolina,259.6,1308.9,8.3,9.1,23,219.1,409.3,779.6,120
1965,North Dakota,34.2,1032.1,0.9,5.1,4.6,23.6,206.7,748.5,76.8
1965,Ohio,124.8,1821.2,3.6,8.9,51.6,60.7,470.5,1160.8,189.9
1965,Oklahoma,134.5,1885.4,4.4,11.1,38.6,80.5,555.4,1137.3,192.7
1965,Oregon,120.6,2637.5,3.4,11.9,46,59.3,636.1,1798.9,202.5
1965,Pennsylvania,142.2,1345.9,3.6,10.3,52.7,75.7,417.3,707.3,221.4
1965,Rhode Island,78.5,2172.1,2.1,3.8,19,53.6,596.3,1255.9,319.9
1965,South Carolina,177.2,1681.8,9.6,11.2,21.5,134.9,526.1,1001.2,154.5
1965,South Dakota,59,1216.6,1.6,6.8,9.2,41.4,264.3,878.7,73.7
1965,Tennessee,138.7,1374.3,8,11.1,28.6,91.1,522.9,684.7,166.7
1965,Texas,199.3,2384.6,7.5,10.7,42.7,138.3,678.9,1514.2,191.4
1965,Utah,89.5,2824.1,1.5,8.9,23.1,56,606.9,2008.8,208.5
1965,Vermont,22.4,957.9,0.5,6.5,4.5,10.8,323.9,536,98
1965,Virginia,227.6,1971.6,8.2,12,39.9,167.5,548.7,1250.9,172.1
1965,Washington,103,2618.3,2.2,10.2,30.3,60.4,611.1,1815.7,191.5
1965,West Virginia,78,741.4,4,4.2,14.4,55.4,253.9,418.2,69.4
1965,Wisconsin,46.1,1542.8,1.5,3.6,11.5,29.5,286.5,1102.8,153.5
1965,Wyoming,75.6,1897.1,2.9,11.5,17.9,43.2,363.2,1397.6,136.2
