year,state,violent_crime_rate,property_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
2013,Alabama,431,3347.9,7.2,30,96.1,285.2,877.3,2252,218.5
2013,Alaska,638.7,2877,4.6,89.1,84.5,424.1,395.7,2251.4,229.9
2013,Arizona,415.6,3365.4,5.4,35.3,100.3,262.1,727.8,2381.9,255.7
2013,Arkansas,463.2,3598.7,5.3,38.4,76.4,331.1,1026.4,2380.4,191.9
2013,California,402.6,2651.2,4.5,19.4,139.6,231.7,603.8,1617.3,430.1
2013,Colorado,305.4,2655,3.3,41.7,59.5,186.4,475.6,1941.8,237.6
2013,Connecticut,262.2,1980.2,2.5,18,98.7,136.3,359.3,1447.5,173.4
2013,Delaware,500.7,3134.4,4.4,30,133.3,319.9,680.8,2307.2,146.4
2013,District of Columbia,1296.4,4790.7,15.9,45.8,628.9,590.8,510.9,3781.6,498.2
2013,Florida,469.3,3097.8,5,24.3,118.4,311.5,708.7,2210.9,178.1
2013,Georgia,375.4,3399.9,5.6,20.2,127.1,213.7,835,2293.1,271.7
2013,Hawaii,254.4,3212.7,2.3,26,66.3,149.8,552,2337,323.7
2013,Idaho,215.2,1874.3,1.8,32,13.6,158,415,1364,95.4
2013,Illinois,403.1,2296.6,5.6,30.2,137.6,218.5,458.4,1676.1,162.1
2013,Indiana,359.6,2853.1,5.4,24.7,108.3,211.8,650.7,1986.6,215.9
2013,Iowa,273,2198.2,1.3,28.2,30.3,204.8,514.8,1545.9,137.6
2013,Kansas,342.8,2959.6,4,34.6,46.2,247.8,603.5,2125.7,230.4
2013,Kentucky,210.9,2374,3.9,21.6,73.8,95.8,598.5,1637.6,137.9
2013,Louisiana,521.2,3578.9,10.7,27,119.7,352.8,890.3,2490.7,198
2013,Maine,132.5,2292,1.8,27.5,25.2,68.3,487.7,1735.8,68.6
2013,Maryland,475.4,2659.1,6.5,19.9,169.2,271.5,538,1895.2,225.9
2013,Massachusetts,406.4,2046.2,2.1,25.7,99.9,270.1,457.8,1452.4,136
2013,Michigan,452.2,2325,6.3,45.5,102,275.3,568.3,1513.3,243.3
2013,Minnesota,234.4,2419.6,2.1,26.8,67.8,127.4,418.9,1853.8,146.9
2013,Mississippi,277.5,2725.3,7.3,24.3,80.6,155.4,834.5,1744.3,146.6
2013,Missouri,433.7,3137.4,6.1,27.8,90.8,298.7,641.8,2225.2,270.4
2013,Montana,288.1,2581.1,2.3,37.6,21.4,218.5,406.2,1989.6,185.3
2013,Nebraska,264.8,2632.3,3,33.2,55.4,161.1,478.6,1915,238.7
2013,Nevada,605,2836.4,5.8,39,185.7,360.4,825.6,1652.6,358.2
2013,New Hampshire,223.2,2213.6,1.6,39.5,48.9,113.9,376.5,1765.8,71.4
2013,New Jersey,288.9,1881.1,4.5,9.7,135.6,135.5,402.7,1324.2,154.3
2013,New Mexico,622.5,3783.5,5.9,54.4,87.8,453.8,1046,2450.8,286.7
2013,New York,393.8,1820.7,3.3,13.1,138.3,234.2,286.6,1455.5,78.6
2013,North Carolina,341,3103.2,4.7,18.2,94.2,216.5,915.7,2041.3,146.3
2013,North Dakota,273.4,2121.4,2.2,39.8,22.2,199.9,411.5,1511.6,198.2
2013,Ohio,291.4,2924.4,4.1,31.1,125.2,124.2,787.2,1968.5,168.7
2013,Oklahoma,446.1,3280.9,5.1,44.5,78.5,302.4,869.7,2118.4,292.8
2013,Oregon,242.8,3184.3,2.1,25.5,60.9,142.5,529.7,2402.3,252.3
2013,Pennsylvania,335.1,2059.1,4.8,21.3,115.3,185.3,406.8,1544.5,107.7
2013,Rhode Island,257.3,2443.7,2.9,31.6,64.8,146.9,533.6,1697.5,212.6
2013,South Carolina,508.5,3630.8,6.4,36.4,83.1,372.2,857.7,2509,264.1
2013,South Dakota,323.2,1924.8,2.1,53.7,18.5,242.7,400.1,1413.9,110.7
2013,Tennessee,585.8,3196.5,5.2,29.3,112.9,429.3,790.1,2223.1,183.2
2013,Texas,410.3,3253.2,4.3,28.7,120,246.6,720.8,2284.2,248.2
2013,Utah,228.9,3043.1,1.8,31.9,43,131.7,472.9,2312.1,258.1
2013,Vermont,123.6,2214.5,1.6,18,12,88.4,534.7,1626.1,53.8
2013,Virginia,197.8,2074.4,3.9,17.8,55.3,110.2,323,1647,104.3
2013,Washington,290,3715.9,2.4,29.7,83.6,166.7,838.7,2469.6,407.6
2013,West Virginia,305.2,2154.1,3.3,19.8,35.2,228.9,534.5,1513.5,106.1
2013,Wisconsin,280.7,2188.7,2.8,22.8,84.2,161.7,424.1,1635.8,128.7
2013,Wyoming,207.8,2196.2,2.9,24.7,12.7,157.2,335.4,1761.8,99.1
